rid,name,address1,address2,city,state,zip
MN_Onc_70__1,St. Francis Cancer Center,1475 St. Francis Ave,"",Shakopee,MN,55379
MN_Ophthalmology127_,Ophthalmology - Essentia Health-Hermantown Clinic,4855 W Arrowhead Rd,"",Hermantown,MN,55811
MN_Ophthalmology128_,Ophthalmology - Essentia Health-Virginia Clinic,1101 9th St N,"",Virginia,MN,55792
MN_Hem_71__1,Abbott Northwestern Hospital,801 E 28th St,"",minneapolis,MN,55407
MN_Ophthalmology129_,anford Bemidji 1611 Anne St. Clinic,1611 Anne St. NW.,"",Bemidji,MN,56601
MN_Ophthalmology130_,Sanford Bemidji Eye Center & Optical,1611 Anne St. NW.,"",Bemidji,MN,56601
MN_Hem_72__1,Allina Health Center Institute - Buffalo,303 Catlin Street,Ste 1000,Buffalo,MN,55313
MN_Ophthalmology131_,Sanford Bemidji Medical Center,1300 Anne St. NW.,"",Bemidji,MN,56601
MN_Ophthalmology132_,Sanford Health Detroit Lakes Clinic & Same Day Surgery Center,1245 Washington Ave.,"",Detroit Lakes,MN,56501
MN_Hem_73__1,Allina Health Center Institute - Cambridge,701 S Dellwood Street,"",Cambridge,MN,55008
MN_Ophthalmology133_,Sanford Health Detroit Lakes Eye Center & Optical,1245 Washington Ave.,Suite A,Detroit Lakes,MN,56501
MN_Ophthalmology134_,Sanford Health International Falls Eye Center & Optical,1400 Highway 71,Suite E,International Falls,MN,56649
MN_Hem_74__1,Allina Health Center Institute - Coon Rapids,11850 Blackfoot Street NW,"Mercy Specialty Center, Ste 300",Coon Rapids,MN,55433
MN_Ophthalmology135_,Sanford Health Thief River Falls Southeast Campus,1720 Highway 59 S.,"",Thief River Falls,MN,56701
MN_Ophthalmology136_,Sanford Luverne Clinic,1601 Sioux Valley Drive,"",Luverne,MN,56156
MN_Hem_75__1,Allina Health Center Institute - Faribault,200 State Ave,"",Faribault,MN,55021
MN_Ophthalmology137_,M Health Fairview Clinics and Surgery Center - Minneapolis,909 Fulton St. SE,Suite 2-201,Minneapolis,MN,55455
MN_Ophthalmology138_,Rasmussen Center for Cardiovascular Disease Prevention,909 Fulton St. SE,Floor 5,Minneapolis,MN,55455
MN_Hem_76__1,Allina Health Center Institute - Hastings,1175 Nininger Rd,Ste B1,Hastings,MN,55033
MN_Ophthalmology139_,M Health Fairview Phillips-Wangensteen Building,516 Delaware St. SE,"",Minneapolis,MN,55455
MN_Ophthalmology140_,M Health Fairview Clinic - Eagan,"3305 Central Park Village Dr.,","",Eagan,MN,55121
MN_Hem_77__1,Allina Health Center Institute - New Ulm,1324 5th Street N,"",New Ulm,MN,56073
MN_Ophthalmology141_,M Health Fairview Northland Medical Center,911 Northland Dr.,"",Princeton,MN,55371
MN_Ophthalmology142_,M Health Fairview Clinic - Fridley,6341 University Ave. NE,"",Fridley,MN,55432
MN_Ophthalmology143_,M Health Fairview Clinic - Blaine,"10961 Club W. Parkway NE,","",Blaine,MN,55449
MN_Ophthalmology144_,M Health Fairview Masonic Children’s Hospital - Riverside Park Plaza Building,"701 25th Ave. S,","",Minneapolis,MN,55454
MN_Ophthalmology145_,M Health Fairview Clinics and Surgery Center - Maple Grove,"14500 99th Ave N.,","",Maple Grove,MN,55369
MN_Ophthalmology146_,M Health Fairview Masonic Children’s Hospital,"2450 Riverside Ave.,","",Minneapolis,MN,55455
MN_Ophthalmology147_,M Health Fairview Pediatric Specialty Clinic - Burnsville,303 E. Nicollet Blvd.,Suite 372,Burnsville,MN,55337
MN_Ophthalmology148_,M Health Fairview Clinic - Andover,13819 Hanson Blvd. NW,"",Andover,MN,55304
MN_Ophthalmology149_,M Health Fairview Clinic - Brooklyn Park,10000 Zane Ave. N,"",Brooklyn,MN,55443
MN_Ophthalmology150_,M Health Fairview Clinic - Elk River,"290 Main St. NW,","",Elk River,MN,55330
MN_Ophthalmology151_,M Health Fairview Lakes Medical Center - Wyoming,5200 Fairview Blvd.,"",Wyoming,MN,55092
MN_Ophthalmology152_,Allina Health Bloomington Clinic,7920 Old Cedar Ave S,"",Bloomington,MN,55425-1207
MN_Hem_78__1,Allina Health Center Institute - Piper Breast Center - Minneapolis,913 E 26th Street,Piper Building 4th Floor,minneapolis,MN,55404
MN_Ophthalmology153_,Allina Health Cambridge Clinic,701 S Dellwood St,"",Cambridge,MN,55008
MN_Ophthalmology154_,Allina Health Coon Rapids Clinic,9055 Springbrook Dr,"",Coon Rapid,MN,55433
MN_Hem_79__1,Allina Health Center Institute - Piper Breast Center - Plymouth,2855 Campus Drive,Ste 150,Plymouth,MN,55441
MN_Ophthalmology155_,Allina Health Hastings Clinic,1880 N Frontage Rd,"",Hastings,MN,55033
MN_Ophthalmology156_,Allina Health Maplewood Clinic,1850 Beam Ave,"",Maplewood,MN,55109
MN_Hem_80__1,Allina Health Center Institute - River Falls,1629 E Division Street,"",River Falls,MN,54022
MN_Ophthalmology157_,New Ulm Medical Center,1324 5th St N,"",New Ulm,MN,56073
MN_Ophthalmology158_,New Ulm Medical Center Clinic,1324 5th Street N,"",New Ulm,MN,56073
MN_Hem_81__1,Allina Health Center Institute - Saint Paul,225 Smith Ave N,Ste 200,St. Paul,MN,55102
MN_Ophthalmology159_,River Falls Eye Surgery and Laser Center,183 E Pomeroy St,"",River Falls,WI,54022
MN_Ophthalmology160_,Minneapolis VA Medical Center,One Veterans Drive,"",Minneapolis,MN,55417-2309
MN_Hem_82__1,Mercy Hospital,4050 Coon Rapids Blvd,"",Coon Rapids,MN,55433
MN_Ophthalmology161_,Department of Ophthalmology and Visual Neurosciences,516 Delaware Street SE,"",Minneapolis,MN,55455
MN_OBGYN_1_01,Planned Parenthood MN Alexandria Health Center,700 Cedar St,Suite 165,Alexandria,MN,56308
MN_Hem_83__1,Mercy Hospital - Unity Campus,550 Osborne Rd,"",Fridley ,MN,55432
MN_OBGYN_2_01,Planned Parenthood MN Apple Valley Health Center,15322 Galaxie Avenue,Suite 105,Apply Valley,MN,55124
MN_OBGYN_3_01,Planned Parenthood MN Bemidji Health Center,2504 Hannah Ave NW,"",Bemidji,MN,56601
MN_Hem_84__1,Owatonna Hospsital,2250 NW 26th Street,"",Owatonna,MN,55060
MN_OBGYN_4_01,Planned Parenthood MN Brooklyn Park Health Center,7532 Brooklyn Blvd.,"",Brooklyn Park,MN,55443
MN_OBGYN_5_01,Planned Parenthood MN Duluth Health Center,1001 E Central Entrance,"",Duluth,MN,55811
MN_Hem_85__1,St. Francis Cancer Center,1475 St. Francis Ave,"",Shakopee,MN,55379
MN_OBGYN_6_01,Planned Parenthood MN Eden Prairie Health Center,582 Prairie Center Dr,Suite 215,Eden Prairie,MN,55344
MN_OBGYN_7_01,Planned Parenthood MN Mankato Health Center,201 North Victory Drive,"Suit 211, Belle Mar Mall",Mankato,MN,56001
MN_Hem_86__1,Park Nicollet Jane Brattain Breast Center,3850 Park Nicollet Blvd,"",St Louis Park,MN,55416
MN_OBGYN_8_01,Planned Parenthood MN Minneapolis Health Center,1200 Lagoon Ave,"",Minneapolis,MN,55408
MN_OBGYN_9_01,Planned Parenthood MN Moorhead Health Center,804 Belsly Blvd,"",Moorhead,MN,56560
MN_Hem_87__1,Health Partners Frauenshuh Cancer Center,3931 Louisiana Ave S,"",St Louis Park,MN,55426
MN_OBGYN_10_01,Planned Parenthood MN Richfield Health Center,6527 Lyndale Ave South,"",Richfield,MN,55432
MN_OBGYN_11_01,Planned Parenthood MN Rochester Health Center,1212 7th St NW,"",Rochester,MN,55901
MN_Hem_88__1,Health Partners Cancer Center at Regions Hospital,640 Jackson St,"",Saint Paul,MN,55101
MN_OBGYN_12_01,Planned Parenthood MN St. Could Health Center,451 E. St. Germain St,Suite 100,Saint Cloud,MN,56304
MN_OBGYN_13_01,Planned Parenthood MN Rice Street Health Center,91 Vikings Dr West,"",Saint Paul,MN,55117
MN_Hem_89__1,HealthPartners Cancer Center at Park Nicollet Burnsville ,1400 Fairview Dr,"",Burnsville ,MN,55337
MN_OBGYN_14_01,Planned Parenthood MN St. Paul Health Center,671 Vandalia St,"",Saint Paul,MN,55114
MN_OBGYN_15_01,Planned Parenthood MN Willmar Health Center,2320 E Highway 12,Suite 6,Wilmar,MN,56201
MN_Hem_90__1,HealthPartners Cancer Center at Park Nicollet Maple Grove,9555 Upland Ln N,"",Maple Grove,MN,55369
MN_OBGYN_16_01,Planned Parenthood MN Woodbury Health Center,1795 Radio Dr,Suite D,Woodbury,MN,55125
MN_OBGYN_17_01,Avera Access Health & Avera Medical Group,2020 Hospital Drive,"",Windom,MN,56101
MN_Hem_91__1,HealthPartners Cancer Center at Lakeview Hospital,927 Churchill Street W,"",Stillwater,MN,55082
MN_OBGYN_18_01,Avera Access Health & Avera Medical Group,1521 Carlson Street,"",Marshall,MN,56258
MN_OBGYN_19_01,Avera Access Health & Avera Medical Group,1216 Ryan's Road,Suite 3,Worthington,MN,56187
MN_Hem_92__1,Lakeview Breast Health Center,927 Churchill Street W,"",Stillwater,MN,55082
MN_OBGYN_20_01,Avera Avera Marshall Regional Medical Center,300 S. Bruce Street,"",Marshall,MN,56258
MN_OBGYN_21_01,Avera Pipestone County Medical Center & Family Clinic Avera,916 4th Ave SW,"",Pipestone,MN,56164
MN_Hem_93__1,HealthPartners Cancer Center at Hutchinson Health,1095 Highway 15 S,"",Hutchinson ,MN,55350
MN_OBGYN_22_01,Lakeview Clinic Waconia,424 State Highway 5 west,"",Waconia,MN,55387
MN_OBGYN_23_01,Lakeview Clinic Chaska,110105 Pioneer Trail,"",Chaska,MN,55318
MN_Hem_94__1,"Olivia Clinic, Olivia Hospital & Clinic",100 Healthy Way,"",Olivia,MN,56277
MN_OBGYN_24_01,Premeir OBGYN Southdale ObGyn - Edina,3625 65th St W,"",Edina,MN,55435
MN_OBGYN_25_01,Premeir OBGYN Oakdale ObGyn - Blaine,11855 Ulysses St NE,"",Blaine,MN,55434
MN_OBGYN_26_01,Premeir OBGYN Metro ObGyn - Maplewood,1655 Beam Ave,"",Maplewood,MN,55109
MN_OBGYN_27_01,Premeir OBGYN Partners ObGyn - Hazelwood Medical Commons,2945 Hazelwood St,"",Maplewood,MN,55109
MN_OBGYN_28_01,Premeir OBGYN Metro ObGyn - Woodbury & OBGYN Urgent Care,1875 Woodwinds Dr,"",Woodbury,MN,55125
MN_OBGYN_29_01,Premeir OBGYN Southdale ObGyn - Burnsville,305 E Nicollet Blvd,"",Burnsville,MN,55337
MN_OBGYN_30_01,Premeir OBGYN ObGyn West - Chaska,111 Hundertmark Rd,"",Chaska,MN,55318
MN_OBGYN_31_01,Premeir OBGYN ObGyn West - Waconia,560 S Maple St,"",Waconia,MN,55387
MN_OBGYN_32_01,Premeir OBGYN Oakdale ObGyn - Plymouth,15535 34th Ave N,"",Plymouth,MN,55447
MN_OBGYN_33_01,Premeir OBGYN Metro ObGyn - St. Paul,17 Exchange St W,"",St. Paul,MN,55102
MN_OBGYN_34_01,Premeir OBGYN ObGyn West - Minnetonka,14001 Ridgedale Dr,"",Minnetonka,MN,55305
MN_OBGYN_35_01,Premeir OBGYN Partners ObGyn - Lilydale,971 Sibley Memorial Hwy,"",Lilydale,MN,55118
MN_OBGYN_36_01,Premeir OBGYN Oakdale ObGyn - Maple Grove,9825 Hospital Dr,"",Maple Grove,MN,55369
MN_OBGYN_37_01,Premeir OBGYN Metro ObGyn - Apple Valley,14655 Galaxie Ave,"",Apple Valley,MN,55124
MN_OBGYN_38_01,Premeir OBGYN ObGyn West - Eden Prairie,800 Prairie Center Dr,"",Eden Prairie,MN,55344
MN_OBGYN_39_01,Henenpin County Medical Center HCMC,900South 8th Street,"",Minneapolis,MN,55415
MN_Onc_95__1,Park Nicollet Women's Center,6500 Excelsior Blvd ,HVC Fl 5 ,St Louis Park,MN,55426
MN_OBGYN_40_01,Stellis Health Buffalo,1700 Highway 25 N,"",Buffalo,MN,55313
MN_OBGYN_41_01,Stellis Health Monticello,1001 Hart Blvd. ,Ste. 100,Monticello,MN,55362
MN_Onc_96__1,Health Partners Cancer Center at Regions Hospital,640 Jackson St,"",Saint Paul,MN,55101
MN_OBGYN_42_01,Voyage Healthcare Plymouth City Center Medical Building,15655 37th Ave N. ,Suite 180,Plymouth,MN,55446
MN_OBGYN_43_01,Voyage Healthcare Crystal ,5109 36th Ave N.,"",Crystal,MN,55422
MN_Onc_97__1,HealthPartners Cancer Center at Park Nicollet Burnsville ,1400 Fairview Dr,"",Burnsville ,MN,55337
MN_OBGYN_44_01,Voyage Healthcare Maple Grove,9825 Hospital Drive ,Suite 300,Maple Grove,MN,55369
MN_OBGYN_45_01,Clinic Sofia OBGYN PA Edina,6545 France Ave South,Ste 490,Edina,MN,55435
MN_Onc_98__1,HealthPartners Cancer Center at Park Nicollet Maple Grove,9555 Upland Ln N,"",Maple Grove,MN,55369
MN_OBGYN_46_01,Clinic Sofia OBGYN PA Maple Grove,15715 Grove Circle North,"",Maple Grove,MN,55369
MN_OBGYN_47_01,Ridgeview  Western OB/GYN Arlington,601 West Chandler Street,"",Arlington,MN,55307
MN_Onc_99__1,HealthPartners Cancer Center at Lakeview Hospital,927 Churchill Street W,"",Stillwater,MN,55082
MN_OBGYN_48_01,Ridgeview  Western OB/GYN Belle Plaine,165 Commerce Drive West,"",Belle Plaine,MN,56011
MN_OBGYN_49_01,Ridgeview  Western OB/GYN Chanhassen,7907 Powers Boulevard,"",Chanhassen,MN,55317
MN_Onc_100__1,HealthPartners Cancer Center at Hutchinson Health,1095 Highway 15 S,"",Hutchinson ,MN,55350
MN_OBGYN_50_01,Ridgeview  Western OB/GYN Chaska,111 Hundertmark Road,#200,Chaska,MN,55318
MN_OBGYN_51_01,Ridgeview  Western OB/GYN Delano,916 Saint Peter Avenue,"",Delano,MN,55328
MN_Onc_101__1,"Olivia Clinic, Olivia Hospital & Clinic",100 Healthy Way,"",Olivia,MN,56277
MN_OBGYN_52_01,Ridgeview  Western OB/GYN Waconia,560 South Maple Street,#130,Waconia,MN,55387
MN_OBGYN_53_01,MN Women's Care PA Maplewood,2603 White Bear Avenue North,"",Maplewood,MN,55109
MN_Onc_102__1,North Memorial Health Cancer Center - Robbinsdale,3435 W Broadway ,"",Robbinsdale,MN,55422
MN_OBGYN_54_01,MN Women's Care PA Woodbury,1687 Woodlane Drive ,Suites 101 & 102,Woodbury,MN,55125
MN_OBGYN_55_01,MN Women's Care PA Apple Valley,15000 Garrett Ave,"",Apple Valley,MN,55124
MN_Onc_103__1,North Memorial Health Cancer Center - Maple Grove ,9855 Hospital Drive ,Ste 10,Maple Grove,MN,55311
MN_OBGYN_56_01,Northfield Women's Health Center,2000 North Avenue,"",Northfield,MN,55057
MN_OBGYN_57_01,Glacial Ridge Health System Glenwood Medical Center,417 S. Franklin Street,"",Glenwood,MN,56334
MN_Onc_104__1,Monticello Cancer Center,1001 Hart Blvd,Ste 50,Monticello,MN,55362
MN_OBGYN_58_01,Fairview Health System M Health Fairview Center for Women - Edina,6525 France Ave. S,Suite 100,Edina,MN,55435
MN_OBGYN_59_01,Glencoe Regional Health Center Glencoe Clinic,1805 Hennepin Ave. N.,"",Glencoe,MN,55336
MN_Hem_105__1,North Memorial Health Cancer Center - Robbinsdale,3435 W Broadway ,"",Robbinsdale,MN,55422
MN_OBGYN_60_01,Allina Allina Health Egan Women's Health Clinic,2805 Dodd Rd,Suite 100,Eagan,MN,55121
MN_OBGYN_61_01,Allina Allina Health Mercy Women's Health Clinic,3960 Coon Rapids Blvd,Mercy Health Care Center,Coon Rapids,MN,55433
MN_Hem_106__1,North Memorial Health Cancer Center - Maple Grove ,9855 Hospital Drive ,Ste 10,Maple Grove,MN,55311
MN_OBGYN_62_01,Allina Allina Health United Women's Health Clinic,347 Smith Ave N,Suite 203,St. Paul,MN,55102
MN_OBGYN_63_01,Allina Haugen OBGYN – Minneapolis,801 Nicollet Mall,Suite 400,Minneapolis,MN,55402
MN_Hem_107__1,Monticello Cancer Center,1001 Hart Blvd,Ste 50,Monticello,MN,55362
MN_OBGYN_64_01,Allina Haugen OBGYN – Plymouth,2805 Campus Drive ,Suite 315,Plymouth,MN,55441
MN_OBGYN_65_01,Allina Haugen OBGYN – Edina,3400 W. 66th Street,Suite 385,Edina,MN,55435
MN_Onc_108__1,St. Luke's Oncology and Hematology Associates,1001 East Superior Street,Ste 101,Duluth,MN,55802
MN_OBGYN_66_01,"Allina Women's Health Consultants, PA – Chicago Ave",2800 Chicago Ave.,Suite 101,Minneapolis,MN,55407
MN_OBGYN_67_01,"Allina Women's Health Consultants, PA – Eighth Street",121 S 8th St,Suite 600,Minneapolis,MN,55402
MN_Onc_109__1,Lake View Medical Clinic,325 11th Ave,"",Two Harbors,MN,55616
MN_OBGYN_68_01,"Allina Women's Health Consultants, PA – Plymouth",2855 Campus Dr,Suite 600,Plymouth,MN,55441
MN_OBGYN_69_01,Health Partners Lakeview Birth & Women's Center,927 Churchill St W,"",Stillwater,MN,55082
MN_Hem_110__1,St. Luke's Oncology and Hematology Associates,1001 East Superior Street,Ste 101,Duluth,MN,55802
MN_OBGYN_70_01,Health Partners Park Nicollet Women's Clinic and OB-GYN,14101 Fairview Dr ,Ste 420,Burnsville,MN,55337
MN_OBGYN_71_01,Health Partners HealthPartners Health Center for Women,2635 University Ave W ,Ste 160,St Paul ,MN,55114
MN_Hem_111__1,Lake View Medical Clinic,325 11th Ave,"",Two Harbors,MN,55616
MN_OBGYN_72_01,Health Partners Park Nicollet Women's Clinic and OB-GYN Shakopee,1515 Saint Francis Ave ,Ste 200,Shakopee,MN,55379
MN_OBGYN_73_01,Health Partners Park Nicollet Women's Center,6500 Excelsior Blvd HVC Fl 5,"",Saint Louis Park,MN,55426
MN_OBGYN_74_01,Health Partners Park Nicollet Women's Clinic and OB-GYN ,9855 Hospital Dr ,Ste 275,Maple Grove,MN,55369
MN_OBGYN_75_01,Mankato Clinic Mankato Clinic,1230 East Main Street,"",Mankato,MN,56001
MN_OBGYN_76_01,Welia Health Mora Clinic,301 Highway 65 S,"",Mora,MN,55051
MN_OBGYN_77_01,Welia Health Hinckley Clinic,620 Sandy Ln,"",Hinckley ,MN,55037
MN_OBGYN_78_01,Welia Health Pine City Campus,1425 Main St N,"",Pine City,MN,55063
MN_OBGYN_79_01,CHI St Gabriel Health Family Medical Center Little Falls,811 SE Second Street,"",Little Falls,MN,56345
MN_OBGYN_80_01,CHI St Gabriel Health Family Medical Center Pierz,200 First Avenue South,"",Pierz,MN,56364
MN_OBGYN_81_01,CHI St Gabriel Health Family Medical Center Randall,250 White Oak Drive,"",Randall,MN,56475
MN_OBGYN_82_01,Lake Region Healthcare Fergus Falls,111 W. Vernon Ave.,"",Fergus Falls,MN,56537
MN_OBGYN_83_01,Cuyana Regional Medical Center Crosby,320 East Main Street,"",Crosby,MN,56441
MN_OBGYN_84_01,Cuyana Regional Medical Center Breezy Point,30833 North Star Drive Suite 1,"",Breezy Point,MN,56472
MN_OBGYN_85_01,Cuyana Regional Medical Center Baxter,13205 Isle Drive,"",Baxter,MN,56425
MN_OBGYN_86_01,CentraCare Long Prarie Clinic,50 CentraCare Drive ,"",Long Prairie,MN,56347
MN_OBGYN_87_01,CentraCare Melrose Clinic,525 Main Street West,"",Melrose,MN,56352
MN_OBGYN_88_01,CentraCare  Plaza Clinic Obstetrics & Women's Health,1900 CentraCare Circle,Suite 2300,St. Cloud,MN,56303
MN_Onc_112__1,CentraCare - Coborn Cancer Center,1900 CentraCare Circle,Ste 1600,St Cloud,MN,56303
MN_OBGYN_89_01,CentraCare Sartell Clinic,251 County Road ,#120,Sartell,MN,56303
MN_OBGYN_90_01,CentraCare Family Health Clinic,1555 Northway Drive,Suite 200,St. Cloud,MN,56303
MN_Onc_113__1,CentraCare - Willmar Cancer Center,301 Becker Avenue SW,"",Willmar,MN,56201
MN_OBGYN_91_01,CentraCare Sauk Centre Clinic,425 Elm Street North,"",Sauk Centre,MN,56378
MN_OBGYN_92_01,St. Luke's Northland Medical Center,1000 East First Street,Suite LL,Duluth,MN,55805
MN_Onc_114__1,CentraCare - Alexandria Radiation Oncology,111 17th Avenue East,"",Alexandria,MN,56308
MN_OBGYN_93_01,United District Hospital Blue Earth Clinic,515 S. Moore Street,"",Blue Earth,MN,56013
MN_OBGYN_94_01,United District Hospital Fairmont Clinic,221 E. First Street,"",Fairmont,MN,56031
MN_Onc_115__1,Monticello Cancer Center,1001 Hart Blvd,Ste 50,Monticello,MN,55362
MN_OBGYN_95_01,Adefris & Toppin Women’s Specialists ,215 Radio Drive,Suite 200,Woodbury,MN,55125
MN_OBGYN_96_01,Tri-County Health Care Wadena Clinic,4 Deerwood Ave. NW,"",Wadena,MN,56482
MN_Onc_116__1,CentraCare - Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
MN_OBGYN_97_01,Essentia St. Joseph's-Good Beginnings OB Clinic (Brainerd),523 N 3rd St,"",Brainerd,MN,56401
MN_OBGYN_98_01,Essentia Baxter Specialty Clinic (OB/GYN),13060 Isle Dr,"",Baxter,MN,56425
MN_Hem_117__1,CentraCare - Willmar Cancer Center,301 Becker Avenue SW,"",Willmar,MN,56201
MN_OBGYN_99_01,Lakewood Health System Pillager Clinic,653 Pillsbury St N,"",Pillager,MN,56473
MN_OBGYN_100_01,Lakewood Health System Staples Clinic,49725 Co Rd 83,"",Staples,MN,56479
MN_Hem_118__1,CentraCare - Redwood Hospital,101 Caring Way,"",Redwood Falls,MN,56283
MN_OBGYN_101_01,AALFA Family Practice ,4465 White Bear Pkwy,"",White Bear Lake,MN,55110
MN_OBGYN_102_01,Mayo Health System Albert Lea,404 W. Fountain St,"",Albert Lea,MN,56007
MN_Hem_119__1,Altru Clinic | Roseau,711 Delmore Drive,"",Roseau,MN,56751
MN_OBGYN_103_01,Mayo Health System Austin,1000 First Drive NW,"",Austin,MN,55912
MN_OBGYN_104_01,Mayo Health System Cannon Falls,32021 County Road 24 Blvd,"",Cannon Falls,MN,55009
MN_Hem_120__1,Altru Clinic | Crookston,400 South Minnesota Street,"",Crookston,MN,56716
MN_OBGYN_105_01,Mayo Health System OB/GYN & Women's Health Clinic,200 State Ave,2nd Floor,Faribault,MN,55021
MN_OBGYN_106_01,Mayo Health System Lake City,500 W. Grant St,"",Lake City,MN,55041
MN_Onc_121__1,Altru Clinic | Roseau,711 Delmore Drive,"",Roseau,MN,56751
MN_OBGYN_107_01,Mayo Health System Mankato,1025 Marsh St,"",Mankato,MN,56001
MN_OBGYN_108_01,Mayo Health System New Prague,301 Second St. NE,"",New Prague,MN,56071
MN_Onc_122__1,Altru Clinic | Crookston,400 South Minnesota Street,"",Crookston,MN,56716
MN_OBGYN_109_01,Mayo Health System Owatonna,2200 26th St. NW,"",Owatonna,MN,55060
MN_OBGYN_110_01,Mayo Health System Red Wing,701 Hewitt Blvd,"",Red Wing,MN,55066
MN_Hem_123__1,Mayo Clinic Health System - Fairmont,800 Medical Center Drive,"",Fairmont,MN,56031
MN_OBGYN_111_01,Omsted Medical Center ,1650 Fourth Street SE,"",Rochester,MN,55904
MN_OBGYN_112_01,Mayo Rochester Mayo Clinic Obstetrics and Gynecology,200 First St. SW,"",Rochester,MN,55905
MN_Hem_124__1,Mayo Clinic Health System - Mankato,1025 Marsh Street,"",Mankato,MN,56001
MN_OBGYN_113_01,Midwest Center for Reproductive Health Maple Grove,12000 Elm Creek Boulevard North,"",Maple Grove,MN,55369
MN_OBGYN_114_01,Riverview Health Crookston,323 S Minnesota Street,"",Crookston,MN,56716
MN_Hem_125__1,Mayo Clinic Health System - New Prague,301 Second Street NE,"",New Prague,MN,56071
MN_OBGYN_115_01,Riverview Health East Grand Folks,1428 Central Avenue NE,"",East Grand Forks,MN,56721
MN_OBGYN_116_01,Community Memorial Hospital Association CMH Raiter Family Clini,417 Skyline Boulevard,"",Cloquet,MN,55720
MN_Onc_126__1,Mayo Clinic Health System - Albert lea,404 W. Fountain St.,"",Albert Lea,MN,56007
MN_OBGYN_117_01,Community Memorial Hospital Association Hosptial,512 Skyline Boulevard,"",Cloquet,MN,55720
MN_Onc_127__1,Mayo Clinic Health System - Mankato,1025 Marsh Street,"",Mankato,MN,56001
MN_Onc_128__1,Mayo Clinic Health System - Owatonna ,2200 26th St NW,"",Owatonna,MN,55060
MN_Onc_129__1,Mayo Clinic Health System -Red Wing,701 Hewitt Blvd,"",Red Wing,MN,55066
MN_Onc_130__1,Mayo Clinic Health System - Fairmont,800 Medical Center Drive,"",Fairmont,MN,56031
MN_Onc_131__1,Mayo Clinic Health System - New Prague,301 Second Street NE,"",New Prague,MN,56071
MN_Onc_132__1,Mayo Clinic Oncology,200 First Street SW,"",Rochester,MN,55905
MN_Hem_133__1,Mayo Clinic Oncology,200 First Street SW,"",Rochester,MN,55905
MN_Onc_134__1,Essentia Health-Duluth Clinic,420 E 1st St,Second Floor,Duluth,MN,55805
MN_Hem_135__1,Essentia Health-Duluth Clinic,420 E 1st St,Second Floor,Duluth,MN,55805
MN_Onc_136__1,Essentia Health-St. Joseph's Medical Center (Brainerd),523 N 3rd St,"",Brainerd,MN,56401
MN_Hem_137__1,Essentia Health-St. Joseph's Medical Center (Brainerd),523 N 3rd St,"",Brainerd,MN,56401
MN_Hem_138__1,Essentia Health-Deer River Clinic,115 10th Ave NE,Ste A,Deer River,MN,56636
MN_Hem_139__1,Essentia Health-Hibbing Clinic,730 E 34th St,"",Hibbing,MN,55746
MN_Hem_140__1,Essentia Health-Park Rapids Clinic,705 Pleasant Ave S,"",Park Rapids,MN,56470
MN_Hem_141__1,Essentia Health-Sandstone,705 Lundorff Dr,"",Sandstone,MN,55072
MN_Hem_142__1,Essentia Health-Virginia Clinic,1101 9th St N,"",Virginia,MN,55792
MN_Onc_143__1,Essentia Health-Deer River Clinic,115 10th Ave NE,Ste A,Deer River,MN,56636
MN_Onc_144__1,Essentia Health-Hibbing Clinic,730 E 34th St,"",Hibbing,MN,55746
MN_Onc_145__1,Essentia Health-Park Rapids Clinic,705 Pleasant Ave S,"",Park Rapids,MN,56470
MN_Onc_146__1,Essentia Health-Sandstone,705 Lundorff Dr,"",Sandstone,MN,55072
MN_Onc_147__1,Essentia Health-Virginia Clinic,1101 9th St N,"",Virginia,MN,55792
MN_Cardio_1__1,Main Street Manakato,1230 East Main Street,"",Manakato,MN,56001
MN_Cardio_2__1,North Memorial Health Hospital,3300 Oakdale Avenue N.,Suite 200,Robbinsdale,MN,55422
MN_Cardio_3__1,Maple Grove Medical Center,9825 Hospital Drive,Suite 200,Maple Grove,MN,55369
MN_Cardio_4__1,North Memorial Health Heart & Vascular Clinic - Monticello,1001 Hart Boulevard,Suite 150,Monticello,MN,55362
MN_Cardio_5__1,North Memorial Health Heart & Vascular Clinic - Buffalo,1700 Highway 25 N,"",Buffalo,MN,55313
MN_Cardio_6__1,North Memorial Health Heart & Vascular Clinic - Blaine,11855 Ulysses St NE,Suite 250,Blaine,MN,55424
MN_Cardio_7__1,M Health Fairview Heart Clinic - River Falls,319 S. Main St.,"",River Falls,WI,54022
MN_Cardio_8__1,M Health Fairview Heart Clinic - St. Paul,1390 University Ave West,"",St. Paul,MN,55104
MN_Cardio_9__1,M Health Fairview Clinics and Surgery Center - Minneapolis,909 Fulton St. SE,Suite 2-201,Minneapolis,MN,55455
MN_Cardio_10__1,M Health Fairview Heart Clinic - Southdale Hospital,"6401 France Ave. S,","",Edina,MN,55425
MN_Cardio_11__1,M Health Fairview Clinic - Rasmussen Center for Cardiovascular Disease Prevention,909 Fulton St. SE,Floor 5,Minneapolis,MN,55455
MN_Cardio_12__1,1600 Medical Building (St. John's Hospital Campus),1600 St. John's Blvd,"",Maplewood,MN,55109
MN_Cardio_13__1,M Health Fairview Clinic - Eagan,3305 Central Park Village Dr.,"",Eagan,MN,55121
